"lith_name","lith_texture","lith_comp","color","verbatim_lith"
"shale","silty",NULL,"grey",NULL
"shale","silty",NULL,"greyish black","195? shale"
"shale","silty",NULL,"greyish black","siltstone"
"shale","silty",NULL,"greyish black",NULL
"shale","silty",NULL,"light grey",NULL
"shale","silty",NULL,"medium dark grey","shale"
"shale","silty",NULL,"medium dark grey",NULL
"shale","silty",NULL,"medium grey","shale"
"shale","silty",NULL,"medium grey",NULL
"shale","silty",NULL,"medium light grey","shale"
"shale","silty",NULL,"olive green","Shale"
"shale","silty",NULL,"pastel reddish grey","Shale"
"shale","silty",NULL,"red","Shale"
"shale","silty",NULL,"reddish brown","Shale"
"shale","silty",NULL,NULL,"Black shale with siltstone laminae, rich in coaly detritus"
"shale","silty",NULL,NULL,"Fe-rich siltstone/shale"
"shale","silty",NULL,NULL,"Shale"
"shale","silty",NULL,NULL,"Silty Shale"
"shale","silty",NULL,NULL,"silty shale"
"shale","silty",NULL,NULL,NULL
"shale",NULL,"calcareous","black","Calcareous Black Shale"
"shale",NULL,"calcareous","black","black shale"
"shale",NULL,"calcareous","black","calcareous  mudstone"
"shale",NULL,"calcareous","black",NULL
"shale",NULL,"calcareous","dark greenish grey",NULL
"shale",NULL,"calcareous","dark grey","Dark gray calcareous shale with coaly detritus and fine-grained pyrite, BI 4 and higher"
"shale",NULL,"calcareous","dark grey","Very dark gray calcareous shale"
"shale",NULL,"calcareous","dark grey","calcareous shale"
"shale",NULL,"calcareous","dark grey",NULL
"shale",NULL,"calcareous","greenish grey",NULL
"shale",NULL,"calcareous","grey","Mottled calcareous shale, 90 %gley, 10% red color"
"shale",NULL,"calcareous","grey","calcareous shale"
"shale",NULL,"calcareous","grey",NULL
"shale",NULL,"calcareous","light grey","calcareous shale"
"shale",NULL,"calcareous","medium grey","calcareous shale"
"shale",NULL,"calcareous","orange",NULL
"shale",NULL,"calcareous","pale grey","calcareous shale"
"shale",NULL,"calcareous","pale grey",NULL
"shale",NULL,"calcareous","reddish brown",NULL
"shale",NULL,"calcareous",NULL,"Calcareous shale"
"shale",NULL,"calcareous",NULL,"Dark calcareous shale"
"shale",NULL,"calcareous",NULL,"Dark calcareous shale, BI 4 and higher"
"shale",NULL,"calcareous",NULL,"Dark gray calcareus shale to argillaceous limestone with coaly detritus"
"shale",NULL,"calcareous",NULL,"Siliciclastic shale"
"shale",NULL,"calcareous",NULL,"black shale"
"shale",NULL,"calcareous",NULL,"calcareous shale"
"shale",NULL,"calcareous",NULL,"dark calcareous shale, bioturbated"
"shale",NULL,"calcareous",NULL,"fossil lime shale "
"shale",NULL,"calcareous",NULL,"lime shale "
"shale",NULL,"calcareous",NULL,NULL
"shale",NULL,"carbonaceous","black","Carbonatic shale"
"shale",NULL,"carbonaceous","black",NULL
"shale",NULL,"carbonaceous","dark brownish grey",NULL
"shale",NULL,"carbonaceous","dark green",NULL
"shale",NULL,"carbonaceous","dark grey",NULL
"shale",NULL,"carbonaceous","grey",NULL
"shale",NULL,"carbonaceous","light grey","Ssh"
"shale",NULL,"carbonaceous","orange",NULL
"shale",NULL,"carbonaceous",NULL,"Carbonatic shale"
"shale",NULL,"carbonaceous",NULL,"Sooty Shale"
"shale",NULL,"carbonaceous",NULL,"carbonaceous chert"
"shale",NULL,"carbonaceous",NULL,NULL
"shale",NULL,"dolomitic","black","Dolomitic black shale"
"shale",NULL,"dolomitic","black",NULL
"shale",NULL,"dolomitic","dark grey",NULL
"shale",NULL,"dolomitic","grey",NULL
"shale",NULL,"dolomitic","light grey",NULL
"shale",NULL,"dolomitic",NULL,"dolostone shale"
"shale",NULL,"dolomitic",NULL,NULL
"shale",NULL,"micaceous",NULL,NULL
"shale",NULL,"phosphatic","black",NULL
"shale",NULL,"phosphatic","light to medium grey",NULL
"shale",NULL,"pyritiferous","black","black shale"
"shale",NULL,"pyritiferous","black",NULL
"shale",NULL,"pyritiferous","dark grey",NULL
"shale",NULL,"pyritiferous","greyish black",NULL
"shale",NULL,"pyritiferous",NULL,NULL
"shale",NULL,"siliceous","black","Black Shale-Chert"
"shale",NULL,"siliceous","black","Black partly cherty shale"
"shale",NULL,"siliceous","black","Black shale"
"shale",NULL,"siliceous","black","Siliceous black shale"
"shale",NULL,"siliceous","black",NULL
"shale",NULL,"siliceous","dark grey",NULL
"shale",NULL,"siliceous","grey",NULL
"shale",NULL,"siliceous","medium grey","siliceous shale"
"shale",NULL,"siliceous",NULL,"Cherty Shale"
"shale",NULL,"siliceous",NULL,"Cherty Shale with Pyrite"
"shale",NULL,"siliceous",NULL,"Cherty shale"
"shale",NULL,"siliceous",NULL,"Siliceous shale"
"shale",NULL,"siliceous",NULL,"Silicious Shale"
"shale",NULL,"siliceous",NULL,"Silicious Shale with Minor Pyrite"
"shale",NULL,"siliceous",NULL,"Silicious Shale with Pyrite"
"shale",NULL,"siliceous",NULL,"cherty shale"
"shale",NULL,"siliceous",NULL,"siliceous shale"
"shale",NULL,"siliceous",NULL,NULL
"shale",NULL,NULL,"black","BS"
"shale",NULL,NULL,"black","Black Shale"
"shale",NULL,NULL,"black","Black homogeneous cryptolaminated shale"
"shale",NULL,NULL,"black","Black shale"
"shale",NULL,NULL,"black","Black shale/Phos. carbonate"
"shale",NULL,NULL,"black","Calcareous shale"
"shale",NULL,NULL,"black","Fine grained black shale"
"shale",NULL,NULL,"black","Mudstone"
"shale",NULL,NULL,"black","Pyrite layer"
"shale",NULL,NULL,"black","Shale"
"shale",NULL,NULL,"black","Siderite-rich shale"
"shale",NULL,NULL,"black","Ssh"
"shale",NULL,NULL,"black","black Shale"
"shale",NULL,NULL,"black","black shale"
"shale",NULL,NULL,"black","black shale. Chalcopyrite present."
"shale",NULL,NULL,"black","calcareous black shale"
"shale",NULL,NULL,"black","grey shale"
"shale",NULL,NULL,"black","magnetite-rich black shale"
"shale",NULL,NULL,"black","pyritic black shale"
"shale",NULL,NULL,"black","very pyrite-rich black shale"
"shale",NULL,NULL,"black",NULL
"shale",NULL,NULL,"blackish brown",NULL
"shale",NULL,NULL,"buff grey",NULL
"shale",NULL,NULL,"dark greenish grey",NULL
"shale",NULL,NULL,"dark grey","Dark gray shale with coaly detritus, BI 3"
"shale",NULL,NULL,"dark grey","Laminated dark gray shale with abundant coaly destritus; BI 1-2"
"shale",NULL,NULL,"dark grey","Laminated dark gray shale with abundant coaly destritus; BI 1-3"
"shale",NULL,NULL,"dark grey","Massive dark gray shale with fine coaly detritus and rare small productids"
"shale",NULL,NULL,"dark grey","Ssh"
"shale",NULL,NULL,"dark grey","dark gray shale"
"shale",NULL,NULL,"dark grey","powdered shale "
"shale",NULL,NULL,"dark grey","shale"
"shale",NULL,NULL,"dark grey","shale "
"shale",NULL,NULL,"dark grey","shale v. soft"
"shale",NULL,NULL,"dark grey","siliceous shale"
"shale",NULL,NULL,"dark grey",NULL
"shale",NULL,NULL,"green",NULL
"shale",NULL,NULL,"greenish grey","Shale/slate, green-gray and recessive"
"shale",NULL,NULL,"greenish grey",NULL
"shale",NULL,NULL,"grey","Ssh"
"shale",NULL,NULL,"grey","grey shale"
"shale",NULL,NULL,"grey","grey shale (100% grey 0% red) from mottled gley-dominated interval"
"shale",NULL,NULL,"grey","mottled gray shale"
"shale",NULL,NULL,"grey","shale interbedded w/ silstone"
"shale",NULL,NULL,"grey",NULL
"shale",NULL,NULL,"greyish black","Shale v. weathered and soft"
"shale",NULL,NULL,"greyish black","shale"
"shale",NULL,NULL,"greyish black","shale "
"shale",NULL,NULL,"greyish black","silstone"
"shale",NULL,NULL,"greyish black",NULL
"shale",NULL,NULL,"greyish brown",NULL
"shale",NULL,NULL,"light and dark grey","Ssh"
"shale",NULL,NULL,"light greenish grey",NULL
"shale",NULL,NULL,"light grey","Ssh"
"shale",NULL,NULL,"light grey",NULL
"shale",NULL,NULL,"light olive grey","shale"
"shale",NULL,NULL,"medium dark grey","shale"
"shale",NULL,NULL,"medium dark grey",NULL
"shale",NULL,NULL,"medium grey","shale"
"shale",NULL,NULL,"medium grey","siliceous shale"
"shale",NULL,NULL,"medium grey",NULL
"shale",NULL,NULL,"olive grey","shale"
"shale",NULL,NULL,"pale green",NULL
"shale",NULL,NULL,"purple","Shale/slate, purple and resistant"
"shale",NULL,NULL,"red","Brick-red laminated shale, BI 1, just beneath ravinement surface "
"shale",NULL,NULL,"red","Brick-red laminated shale, BI 1-3"
"shale",NULL,NULL,"red","Brick-red laminated shale, BI 2"
"shale",NULL,NULL,"red","Red shale "
"shale",NULL,NULL,"red","brick red shale (0% grey 100% red)"
"shale",NULL,NULL,"tan","Shale/slate, tan and resistant"
"shale",NULL,NULL,"white",NULL
"shale",NULL,NULL,NULL,"Baritic Shale"
"shale",NULL,NULL,NULL,"Black shale"
"shale",NULL,NULL,NULL,"Breccia of weathered laminated shale; sample by 80% from shale fragments"
"shale",NULL,NULL,NULL,"Brecciated Shale"
"shale",NULL,NULL,NULL,"Calcareous shale"
"shale",NULL,NULL,NULL,"Carbonate"
"shale",NULL,NULL,NULL,"Cherty Silicious Shale"
"shale",NULL,NULL,NULL,"Grey - green silty shale with a carbonate component."
"shale",NULL,NULL,NULL,"Interlaminated Barite and Shale"
"shale",NULL,NULL,NULL,"Mn-siderite-rich shale"
"shale",NULL,NULL,NULL,"Mn-siderite-rich shale. Chalcopyrite present."
"shale",NULL,NULL,NULL,"Probable paleosol: mixture of shaly matrix and mud fragments (crumbles on box bottom)"
"shale",NULL,NULL,NULL,"Shale"
"shale",NULL,NULL,NULL,"Siliciclastic"
"shale",NULL,NULL,NULL,"Siliciclastic shale"
"shale",NULL,NULL,NULL,"Top of weathered shale at angular unconformity: calcrete  40%, laminated weathered shale 40%"
"shale",NULL,NULL,NULL,"Uppermost Shale"
"shale",NULL,NULL,NULL,"Wafer Shale"
"shale",NULL,NULL,NULL,"aeolianite"
"shale",NULL,NULL,NULL,"argillite"
"shale",NULL,NULL,NULL,"black shale"
"shale",NULL,NULL,NULL,"dropstone slate"
"shale",NULL,NULL,NULL,"geen shale"
"shale",NULL,NULL,NULL,"gray green shale"
"shale",NULL,NULL,NULL,"gray shale"
"shale",NULL,NULL,NULL,"green shale"
"shale",NULL,NULL,NULL,"high u shale "
"shale",NULL,NULL,NULL,"intershale"
"shale",NULL,NULL,NULL,"mottled shale (50% grey 50% red)"
"shale",NULL,NULL,NULL,"mottled shale (55% grey and 45% red) just below erosional unconformity"
"shale",NULL,NULL,NULL,"red shale"
"shale",NULL,NULL,NULL,"shale"
"shale",NULL,NULL,NULL,"shale "
"shale",NULL,NULL,NULL,"siderite-rich shale"
"shale",NULL,NULL,NULL,"siderite-rich shale. Chalcopyrite present."
"shale",NULL,NULL,NULL,"varvite"
"shale",NULL,NULL,NULL,"watery shale "
"shale",NULL,NULL,NULL,NULL
"siliciclastic",NULL,NULL,"black","Massive till with cm clasts"
"siliciclastic",NULL,NULL,"grey",NULL
"siliciclastic",NULL,NULL,"grey green",NULL
"siliciclastic",NULL,NULL,NULL,NULL
"silt","clayey",NULL,NULL,NULL
"silt",NULL,NULL,"grey",NULL
"silt",NULL,NULL,NULL,NULL
"siltstone","clayey","carbonaceous","dark grey",NULL
"siltstone","clayey",NULL,"tan",NULL
"siltstone","muddy","calcareous","black","black, fissile shaly siltstone (carbonaceous, calcareous)"
"siltstone","muddy","calcareous","greenish grey",NULL
"siltstone","muddy","calcareous","grey",NULL
"siltstone","muddy","calcareous",NULL,"concretionary shaly siltstone"
"siltstone","muddy","carbonaceous","black","black, fissile shaly siltstone"
"siltstone","muddy","carbonaceous",NULL,"resistant shaly siltstone"
"siltstone","muddy","micaceous",NULL,NULL
"siltstone","muddy","pyritiferous","black","black, fissile shaly siltstone"
"siltstone","muddy","pyritiferous","grey","gray pyritic siltstone"
"siltstone","muddy","siliceous",NULL,"Muddy Siltstone"
"siltstone","muddy",NULL,"dark grey","dark gray laminated siltstone"
"siltstone","muddy",NULL,"dark grey",NULL
"siltstone","muddy",NULL,"dark reddish brown",NULL
"siltstone","muddy",NULL,"green","green mudstone"
"siltstone","muddy",NULL,"green","green siltstone"
"siltstone","muddy",NULL,"grey","gray siltstone"
"siltstone","muddy",NULL,"grey",NULL
"siltstone","muddy",NULL,"grey green","gray-green mudstone"
"siltstone","muddy",NULL,"grey green","gray-green siltstone"
"siltstone","muddy",NULL,"medium dark grey","sandstone interbedded w/ siltstone. Traces pyrite"
"siltstone","muddy",NULL,"medium grey",NULL
"siltstone","muddy",NULL,"very dark grey",NULL
"siltstone","muddy",NULL,NULL,"MS"
"siltstone","muddy",NULL,NULL,"Mudstone"
"siltstone","muddy",NULL,NULL,NULL
"siltstone","sandy","calcareous","dark grey",NULL
"siltstone","sandy","calcareous","very dark grey",NULL
"siltstone","sandy","calcareous",NULL,NULL
"siltstone","sandy","micaceous","grey",NULL
"siltstone","sandy","phosphatic",NULL,"sandy phosphatic siltstone"
"siltstone","sandy","siliceous","grey",NULL
"siltstone","sandy","siliceous",NULL,NULL
"siltstone","sandy",NULL,"brown orange",NULL
"siltstone","sandy",NULL,"dark greenish grey",NULL
"siltstone","sandy",NULL,"dark grey",NULL
"siltstone","sandy",NULL,"dark reddish brown",NULL
"siltstone","sandy",NULL,"grey green",NULL
"siltstone","sandy",NULL,"light grey",NULL
"siltstone","sandy",NULL,"medium dark grey",NULL
"siltstone","sandy",NULL,"purple",NULL
"siltstone","sandy",NULL,"reddish brown",NULL
"siltstone","sandy",NULL,"very dark grey",NULL
"siltstone","silty","carbonaceous","dark grey","dark gray siltstone"
"siltstone","silty","carbonaceous",NULL,"siltstone"
"siltstone","silty","carbonaceous",NULL,NULL
"siltstone","silty","dolomitic","black",NULL
"siltstone","silty","dolomitic","grey",NULL
"siltstone","silty","micaceous","grey",NULL
"siltstone","silty","pyritiferous",NULL,"pyritic horizon"
"siltstone","silty","siliceous","dark grey","dark gray to black friable shale to siltstone"
"siltstone","silty","siliceous","grey","gray siltsone"
"siltstone","silty","siliceous","grey","spiculitic gray siltstone"
"siltstone","silty","siliceous","red",NULL
"siltstone","silty",NULL,"dark grey",NULL
"siltstone","silty",NULL,"green","siltstone"
"siltstone","silty",NULL,"reddish brown","Siltstone"
"siltstone","silty",NULL,"reddish brown","siltstone"
"siltstone","silty",NULL,NULL,"siltstone"
"siltstone",NULL,"calcareous","black",NULL
"siltstone",NULL,"calcareous","dark grey",NULL
"siltstone",NULL,"calcareous","dark reddish grey",NULL
"siltstone",NULL,"calcareous","greenish grey",NULL
"siltstone",NULL,"calcareous","grey","calcareous shale "
"siltstone",NULL,"calcareous","grey","calcareous shale- clastic"
"siltstone",NULL,"calcareous","grey",NULL
"siltstone",NULL,"calcareous","greyish green",NULL
"siltstone",NULL,"calcareous","light grey",NULL
"siltstone",NULL,"calcareous","medium dark grey","calcareous shale "
"siltstone",NULL,"calcareous","red",NULL
"siltstone",NULL,"calcareous","reddish purple",NULL
"siltstone",NULL,"calcareous",NULL,"Burrowed Calcareous Siltstone"
"siltstone",NULL,"calcareous",NULL,"Laminated Calcareous Siltstone"
"siltstone",NULL,"calcareous",NULL,"Massive-Bedded Siltstone"
"siltstone",NULL,"calcareous",NULL,NULL
"siltstone",NULL,"carbonaceous","dark grey",NULL
"siltstone",NULL,"dolomitic","black","Sds"
"siltstone",NULL,"dolomitic","dark grey","Sds"
"siltstone",NULL,"dolomitic","dark grey","Ssl"
"siltstone",NULL,"dolomitic","grey","Sds"
"siltstone",NULL,"dolomitic","grey",NULL
"siltstone",NULL,"dolomitic","light and dark grey","Sds"
"siltstone",NULL,"dolomitic","light and dark grey","Ssl"
"siltstone",NULL,"dolomitic","light grey","Sds"
"siltstone",NULL,"dolomitic","light grey","Ssl"
"siltstone",NULL,"dolomitic",NULL,"Ssl"
"siltstone",NULL,"phosphatic",NULL,NULL
"siltstone",NULL,"pyritiferous",NULL,NULL
"siltstone",NULL,"siliceous","dark grey",NULL
"siltstone",NULL,NULL,"black","Ssl"
"siltstone",NULL,NULL,"black",NULL
"siltstone",NULL,NULL,"brown","Ssl"
"siltstone",NULL,NULL,"dark grey","Dark gray to black laminated siltstone "
"siltstone",NULL,NULL,"dark grey","Ssl"
"siltstone",NULL,NULL,"dark grey","calcareous mudstone "
"siltstone",NULL,NULL,"dark grey","mudstone/shale "
"siltstone",NULL,NULL,"dark grey","shale"
"siltstone",NULL,NULL,"dark grey","shale "
"siltstone",NULL,NULL,"dark grey","shale w/  interbedded sandstone"
"siltstone",NULL,NULL,"dark grey","silstone and small shale interbeds "
"siltstone",NULL,NULL,"dark grey","siltstone"
"siltstone",NULL,NULL,"dark grey","siltstone w/ pyrite"
"siltstone",NULL,NULL,"dark grey","silty shale bioturbated"
"siltstone",NULL,NULL,"dark grey",NULL
"siltstone",NULL,NULL,"dark red",NULL
"siltstone",NULL,NULL,"green","Greenish siltstone"
"siltstone",NULL,NULL,"green",NULL
"siltstone",NULL,NULL,"greenish grey","greenish gray siltstone"
"siltstone",NULL,NULL,"grey","Siltstone"
"siltstone",NULL,NULL,"grey","Ssl"
"siltstone",NULL,NULL,"grey","burrowed"
"siltstone",NULL,NULL,"grey","calcareous mudstone "
"siltstone",NULL,NULL,"grey","grey mudstone "
"siltstone",NULL,NULL,"grey","grey shale "
"siltstone",NULL,NULL,"grey","shale bed in sandstone/siltstone unit"
"siltstone",NULL,NULL,"grey","shale interbedded in sandstone"
"siltstone",NULL,NULL,"grey","shale interbedded w/ conection and siltstone"
"siltstone",NULL,NULL,"grey","shale interbedded w/ sandstone"
"siltstone",NULL,NULL,"grey","silty shale"
"siltstone",NULL,NULL,"grey","silty shale in cherty silstone"
"siltstone",NULL,NULL,"grey",NULL
"siltstone",NULL,NULL,"grey brown",NULL
"siltstone",NULL,NULL,"greyish black","shale"
"siltstone",NULL,NULL,"greyish black","shale "
"siltstone",NULL,NULL,"greyish black","shale w/  interbedded sandstone"
"siltstone",NULL,NULL,"greyish black",NULL
"siltstone",NULL,NULL,"greyish green",NULL
"siltstone",NULL,NULL,"light and dark grey","Ssl"
"siltstone",NULL,NULL,"light grey","Siltstone"
"siltstone",NULL,NULL,"light grey","Ssl"
"siltstone",NULL,NULL,"medium dark grey","sandstone"
"siltstone",NULL,NULL,"medium dark grey","shale"
"siltstone",NULL,NULL,"medium dark grey","shale w/  interbedded sandstone"
"siltstone",NULL,NULL,"medium dark grey","siltstone"
"siltstone",NULL,NULL,"medium dark grey",NULL
"siltstone",NULL,NULL,"medium grey",NULL
"siltstone",NULL,NULL,"medium grey blue",NULL
"siltstone",NULL,NULL,"very dark grey",NULL
"siltstone",NULL,NULL,"white","Ssl"
"siltstone",NULL,NULL,"yellowish beige","Siltstone"
"siltstone",NULL,NULL,NULL,"Dolomitic, grey-green, laminated siltstone."
"siltstone",NULL,NULL,NULL,"Dolomitic, red, laminated siltstone with thin quartz-rich laminae. Some siltstone rip up clasts."
"siltstone",NULL,NULL,NULL,"Grey - green dolomitic siltstone."
"siltstone",NULL,NULL,NULL,"Grey-green, dolomitic, laminated siltstone."
"siltstone",NULL,NULL,NULL,"Grey-green, laminated, dolomitic siltstone."
"siltstone",NULL,NULL,NULL,"Massive-Bedded Siltstone"
"siltstone",NULL,NULL,NULL,"Siltstone"
"siltstone",NULL,NULL,NULL,"dark green siltstone"
"siltstone",NULL,NULL,NULL,"green siltstone"
"siltstone",NULL,NULL,NULL,"siltstone"
"siltstone",NULL,NULL,NULL,NULL
"slate","silty","micaceous","brownish",NULL
"slate",NULL,NULL,"dark grey",NULL
"slate",NULL,NULL,"light grey",NULL
"slate",NULL,NULL,"medium grey",NULL
"slate",NULL,NULL,"medium light grey",NULL
"sulfide ore","muddy","pyritiferous","yellow",NULL
"sulfide ore",NULL,"Ni-Mo",NULL,"Ni-Mo sulphide ore"
"sulfide ore",NULL,NULL,NULL,"Barite"
"sulfide ore",NULL,NULL,NULL,"Interlaminated Barite and Shale"
"sulfide ore",NULL,NULL,NULL,"Shale"
"sulfide ore",NULL,NULL,NULL,"Sulfide ore"
"sulfide ore",NULL,NULL,NULL,NULL
"tuff",NULL,NULL,NULL,"Tuff"
"wackestone","muddy","calcareous","grey",NULL
"wackestone","muddy","carbonaceous","dark brownish grey",NULL
"wackestone","muddy","siliceous","dark brownish grey",NULL
"wackestone","muddy","siliceous","dark greenish grey",NULL
"wackestone","muddy",NULL,NULL,NULL
"wackestone","sandy",NULL,"greenish grey",NULL
"wackestone","sandy",NULL,"light yellowish grey",NULL
"wackestone","sandy",NULL,NULL,NULL
"wackestone","silty",NULL,"blue grey",NULL
"wackestone","silty",NULL,"greenish grey",NULL
"wackestone","silty",NULL,"grey",NULL
"wackestone","silty",NULL,"light greenish grey",NULL
"wackestone","silty",NULL,"light grey",NULL
"wackestone","silty",NULL,"light yellowish grey",NULL
"wackestone","silty",NULL,NULL,NULL
"wackestone",NULL,"calcareous","grey",NULL
"wackestone",NULL,"calcareous",NULL,NULL
"wackestone",NULL,"dolomitic",NULL,NULL
"wackestone",NULL,NULL,"blue grey",NULL
"wackestone",NULL,NULL,"dark grey","WK"
"wackestone",NULL,NULL,"dark grey","skek WK"
"wackestone",NULL,NULL,"dark grey","skel WK"
"wackestone",NULL,NULL,"dark grey","skel WK-PK"
"wackestone",NULL,NULL,"dark grey","skeletal PK"
"wackestone",NULL,NULL,"dark grey","skeletal WK"
"wackestone",NULL,NULL,"dark grey","skeletal WK-PK"
"wackestone",NULL,NULL,"dark grey",NULL
"wackestone",NULL,NULL,"grey",NULL
"wackestone",NULL,NULL,"light grey",NULL
"wackestone",NULL,NULL,"medium grey","WK"
"wackestone",NULL,NULL,"medium grey","WK-PK"
"wackestone",NULL,NULL,"medium grey","skel WK"
"wackestone",NULL,NULL,"medium grey","skel WK-PK"
"wackestone",NULL,NULL,"purple grey",NULL
"wackestone",NULL,NULL,"red","red limestone"
"wackestone",NULL,NULL,"red","red-brown limestone"
"wackestone",NULL,NULL,NULL,"Hard matrix-rich bioclastic wackestone-packstone"
"wackestone",NULL,NULL,NULL,"Siliceous mudrocks"
"wackestone",NULL,NULL,NULL,"Wackestone"
"wackestone",NULL,NULL,NULL,"micrite/wacke"
"wackestone",NULL,NULL,NULL,NULL
NULL,"sandy",NULL,NULL,"Sandy dolomite"
NULL,NULL,"dolomitic","black","Dolomitic black shale"
NULL,NULL,"siliceous",NULL,"cherty lapillus"
NULL,NULL,NULL,"black","massive organic-rich rock"
NULL,NULL,NULL,"dark grey",NULL
NULL,NULL,NULL,"grey",NULL
NULL,NULL,NULL,"medium dark grey",NULL
NULL,NULL,NULL,"medium grey","brachiopod"
NULL,NULL,NULL,"medium grey","crinoid"
NULL,NULL,NULL,"medium grey","rugose coral"
NULL,NULL,NULL,NULL,"Basal (root) part of a brecciated paleosol profile: dolomitized amalgamated clay-carbonate breccia"
NULL,NULL,NULL,NULL,"Calcareous fissile shale"
NULL,NULL,NULL,NULL,"Calcareous shale"
NULL,NULL,NULL,NULL,"Chert"
NULL,NULL,NULL,NULL,"Dominantly from compacted shale stringers"
NULL,NULL,NULL,NULL,"Limestone concretion"
NULL,NULL,NULL,NULL,"Massive lime mudstone"
NULL,NULL,NULL,NULL,"Mixture of carbonate clasts and shale"
NULL,NULL,NULL,NULL,"Platy lime mudstone"
NULL,NULL,NULL,NULL,"Rubble"
NULL,NULL,NULL,NULL,"Shaley lime mudstone"
NULL,NULL,NULL,NULL,"Shaly components from a pedogenized rock (crumbles from box bottom)"
NULL,NULL,NULL,NULL,"Volcanic"
NULL,NULL,NULL,NULL,"authigenic calcite cement"
NULL,NULL,NULL,NULL,"black limestone"
NULL,NULL,NULL,NULL,"black mudstone"
NULL,NULL,NULL,NULL,"black shale"
NULL,NULL,NULL,NULL,"carbonate (sparite?)"
NULL,NULL,NULL,NULL,"carbonate mudstone"
NULL,NULL,NULL,NULL,"carbonate mudstone/limestone"
NULL,NULL,NULL,NULL,"carbonate mudstone/silicious mudstone"
NULL,NULL,NULL,NULL,"carbonate-argillaceous bedrock with abundant white crystalline inclusions (40-50% inclusions)"
NULL,NULL,NULL,NULL,"chert"
NULL,NULL,NULL,NULL,"chert w/ shale interbeds"
NULL,NULL,NULL,NULL,"dark chert"
NULL,NULL,NULL,NULL,"dark limestone"
NULL,NULL,NULL,NULL,"dark massive lime mudstone"
NULL,NULL,NULL,NULL,"laminated dark limestone"
NULL,NULL,NULL,NULL,"lime mudstone"
NULL,NULL,NULL,NULL,"massive organic-rich rock"
NULL,NULL,NULL,NULL,"mudstone"
NULL,NULL,NULL,NULL,"mudstone/chert"
NULL,NULL,NULL,NULL,"mudstone/siltstonesandstone/conglomerate"
NULL,NULL,NULL,NULL,"pyrite layer"
NULL,NULL,NULL,NULL,"shale"
NULL,NULL,NULL,NULL,"shale/mudstone"
NULL,NULL,NULL,NULL,"shaley black limestone"
NULL,NULL,NULL,NULL,"siderite concretion"
NULL,NULL,NULL,NULL,"silicified"
NULL,NULL,NULL,NULL,"silicious mudstone"
NULL,NULL,NULL,NULL,"silicious mudstone/chert"
NULL,NULL,NULL,NULL,NULL
